State,County,Year,EV_Count,Population,Charging_Station_Sites,Charging_Ports,DC_Fast_Ports,Level2_Ports,EV_per_Station,EV_per_Port,Stations_per_10k_People,Ports_per_10k_People,EV_per_10k_People
MT,MINERAL,2021,8.0,4865.0,2.0,6.0,4.0,2.0,4.0,1.3333333333333333,4.110996916752312,12.332990750256938,16.44398766700925
MT,MINERAL,2022,11.0,5044.0,2.0,6.0,4.0,2.0,5.5,1.8333333333333333,3.965107057890563,11.895321173671688,21.808088818398097
MT,MINERAL,2023,14.0,5137.0,3.0,18.0,16.0,2.0,4.666666666666667,0.7777777777777778,5.839984426708195,35.03990656024917,27.253260657971577
MT,MINERAL,2024,16.0,5187.0,4.0,20.0,16.0,4.0,4.0,0.8,7.711586658955079,38.5579332947754,30.846346635820318
MT,MISSOULA,2020,209.0,118337.0,6.0,18.0,10.0,8.0,34.833333333333336,11.61111111111111,0.5070265428395176,1.521079628518553,17.66142457557653
MT,MISSOULA,2021,393.0,119874.0,6.0,18.0,10.0,8.0,65.5,21.833333333333332,0.5005255518294208,1.5015766554882628,32.78442364482707
MT,MISSOULA,2022,453.0,120859.0,13.0,30.0,13.0,17.0,34.84615384615385,15.1,1.0756335895547704,2.4822313605110087,37.48169354371623
MT,MISSOULA,2023,637.0,121504.0,15.0,37.0,14.0,23.0,42.46666666666667,17.216216216216218,1.2345272583618645,3.0451672372925995,52.42625757176719
MT,MISSOULA,2024,783.0,122471.0,19.0,55.0,26.0,29.0,41.21052631578947,14.236363636363636,1.5513876754496982,4.4908590605122845,63.933502625111245
MT,MUSSELSHELL,2020,2.0,4748.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.212299915754001
MT,MUSSELSHELL,2021,2.0,4911.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.072490327835471
MT,MUSSELSHELL,2022,3.0,5198.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.7714505579068875
MT,MUSSELSHELL,2023,3.0,5386.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.5699962866691415
MT,MUSSELSHELL,2024,4.0,5452.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.336757153338225
MT,PARK,2020,20.0,17229.0,3.0,6.0,0.0,6.0,6.666666666666667,3.3333333333333335,1.7412502176562772,3.4825004353125544,11.608334784375181
MT,PARK,2021,42.0,17531.0,3.0,6.0,0.0,6.0,14.0,7.0,1.7112543494381383,3.4225086988762765,23.957560892133934
MT,PARK,2022,55.0,17790.0,5.0,9.0,1.0,8.0,11.0,6.111111111111111,2.810567734682406,5.05902192242833,30.916245081506464
MT,PARK,2023,72.0,17970.0,5.0,9.0,1.0,8.0,14.4,8.0,2.782415136338342,5.0083472454090145,40.066777963272116
MT,PARK,2024,90.0,18173.0,6.0,13.0,5.0,8.0,15.0,6.923076923076923,3.3016012766191607,7.1534694326748465,49.524019149287405
MT,PHILLIPS,2020,11.0,4208.0,0.0,0.0,0.0,0.0,,,0.0,0.0,26.140684410646386
MT,PHILLIPS,2021,64.0,4204.0,0.0,0.0,0.0,0.0,,,0.0,0.0,152.2359657469077
MT,PHILLIPS,2022,48.0,4216.0,0.0,0.0,0.0,0.0,,,0.0,0.0,113.85199240986717
MT,PHILLIPS,2023,38.0,4237.0,0.0,0.0,0.0,0.0,,,0.0,0.0,89.68609865470852
MT,PHILLIPS,2024,23.0,4196.0,0.0,0.0,0.0,0.0,,,0.0,0.0,54.8141086749285
MT,PONDERA,2020,1.0,5883.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.6998130205677375
MT,PONDERA,2021,1.0,6022.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.6605778811026237
MT,PONDERA,2022,4.0,6094.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.563833278634722
MT,PONDERA,2023,6.0,6098.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.839291571006887
MT,PONDERA,2024,6.0,6065.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.89282769991756
MT,POWDER RIVER,2020,0.0,6065.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
MT,POWDER RIVER,2021,0.0,6065.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
MT,POWDER RIVER,2022,0.0,6065.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
MT,POWDER RIVER,2023,0.0,6065.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
MT,POWDER RIVER,2024,1.0,1758.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.688282138794084
MT,POWELL,2020,2.0,6941.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.8814291888776835
MT,POWELL,2021,7.0,7021.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.970089730807576
MT,POWELL,2022,8.0,7054.0,1.0,1.0,0.0,1.0,8.0,8.0,1.417635384179189,1.417635384179189,11.341083073433513
MT,POWELL,2023,14.0,7112.0,2.0,3.0,0.0,3.0,7.0,4.666666666666667,2.81214848143982,4.21822272215973,19.68503937007874
MT,POWELL,2024,16.0,7121.0,2.0,3.0,0.0,3.0,8.0,5.333333333333333,2.808594298553574,4.212891447830361,22.468754388428593
MT,PRAIRIE,2020,0.0,7121.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
MT,PRAIRIE,2021,1.0,1099.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.099181073703367
MT,PRAIRIE,2022,1.0,1113.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.984725965858042
MT,PRAIRIE,2023,1.0,1112.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.992805755395684
MT,PRAIRIE,2024,1.0,1108.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.025270758122744
MT,RAVALLI,2020,46.0,44412.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.357561019544267
MT,RAVALLI,2021,116.0,46072.0,0.0,0.0,0.0,0.0,,,0.0,0.0,25.177982288591767
MT,RAVALLI,2022,132.0,47123.0,1.0,2.0,0.0,2.0,132.0,66.0,0.21221059779725399,0.42442119559450797,28.011798909237527
MT,RAVALLI,2023,185.0,47634.0,1.0,2.0,0.0,2.0,185.0,92.5,0.20993408069866062,0.41986816139732125,38.837804929252215
MT,RAVALLI,2024,215.0,48037.0,1.0,2.0,0.0,2.0,215.0,107.5,0.20817286674854799,0.41634573349709597,44.757166350937815
MT,RICHLAND,2020,4.0,11527.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.4701136462219138
MT,RICHLAND,2021,9.0,11324.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.947721653126104
MT,RICHLAND,2022,8.0,11174.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.159477358152856
MT,RICHLAND,2023,12.0,11103.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.807889759524452
MT,RICHLAND,2024,13.0,11071.0,0.0,0.0,0.0,0.0,,,0.0,0.0,11.742390028001083
MT,ROOSEVELT,2020,1.0,10808.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.925240562546262
MT,ROOSEVELT,2021,5.0,10793.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.63263226165107
MT,ROOSEVELT,2022,6.0,10504.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.712109672505712
MT,ROOSEVELT,2023,7.0,10349.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.763938544786936
MT,ROOSEVELT,2024,7.0,10210.0,1.0,2.0,0.0,2.0,7.0,3.5,0.9794319294809011,1.9588638589618022,6.8560235063663075
MT,ROSEBUD,2020,10.0,8309.0,0.0,0.0,0.0,0.0,,,0.0,0.0,12.035142616440005
MT,ROSEBUD,2021,8.0,8076.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.905894006934126
MT,ROSEBUD,2022,10.0,8107.0,0.0,0.0,0.0,0.0,,,0.0,0.0,12.335019119279634
MT,ROSEBUD,2023,12.0,8112.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.792899408284024
MT,ROSEBUD,2024,7.0,8218.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.517887563884157
MT,SANDERS,2020,13.0,12454.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.4384133611691
MT,SANDERS,2021,14.0,12933.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.825021263434625
MT,SANDERS,2022,16.0,13373.0,0.0,0.0,0.0,0.0,,,0.0,0.0,11.964405892469902
MT,SANDERS,2023,27.0,13713.0,0.0,0.0,0.0,0.0,,,0.0,0.0,19.68934587617589
MT,SANDERS,2024,32.0,13892.0,0.0,0.0,0.0,0.0,,,0.0,0.0,23.034840195796143
MT,SHERIDAN,2020,6.0,3540.0,0.0,0.0,0.0,0.0,,,0.0,0.0,16.949152542372882
MT,SHERIDAN,2021,6.0,3577.0,0.0,0.0,0.0,0.0,,,0.0,0.0,16.77383282079955
MT,SHERIDAN,2022,8.0,3555.0,0.0,0.0,0.0,0.0,,,0.0,0.0,22.50351617440225
MT,SHERIDAN,2023,8.0,3492.0,0.0,0.0,0.0,0.0,,,0.0,0.0,22.90950744558992
MT,SHERIDAN,2024,6.0,3478.0,0.0,0.0,0.0,0.0,,,0.0,0.0,17.25129384703853
MT,SILVER BOW,2020,14.0,35208.0,2.0,10.0,10.0,0.0,7.0,1.4,0.5680527152919791,2.840263576459895,3.9763690070438535
MT,SILVER BOW,2021,30.0,35498.0,2.0,10.0,10.0,0.0,15.0,3.0,0.5634120232125753,2.8170601160628768,8.45118034818863
MT,SILVER BOW,2022,60.0,35822.0,2.0,10.0,10.0,0.0,30.0,6.0,0.5583161185863436,2.7915805929317177,16.74948355759031
MT,SILVER BOW,2023,85.0,36122.0,2.0,10.0,10.0,0.0,42.5,8.5,0.5536791982725209,2.7683959913626044,23.531365926582136
MT,SILVER BOW,2024,133.0,36091.0,3.0,18.0,18.0,0.0,44.333333333333336,7.388888888888889,0.831232163143166,4.9873929788589955,36.85129256601369
MT,STILLWATER,2020,5.0,8998.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.556790397866192
MT,STILLWATER,2021,8.0,9022.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.867213478164487
MT,STILLWATER,2022,13.0,9186.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.151970389723491
MT,STILLWATER,2023,18.0,9238.0,0.0,0.0,0.0,0.0,,,0.0,0.0,19.484736956051094
MT,STILLWATER,2024,21.0,9429.0,0.0,0.0,0.0,0.0,,,0.0,0.0,22.271714922048996
MT,SWEET GRASS,2020,1.0,3674.0,1.0,4.0,4.0,0.0,1.0,0.25,2.7218290691344587,10.887316276537835,2.7218290691344587
MT,SWEET GRASS,2021,9.0,3707.0,1.0,4.0,4.0,0.0,9.0,2.25,2.697599136768276,10.790396547073104,24.278392230914488
MT,SWEET GRASS,2022,5.0,3728.0,1.0,4.0,4.0,0.0,5.0,1.25,2.6824034334763946,10.729613733905579,13.412017167381974
MT,SWEET GRASS,2023,7.0,3788.0,1.0,4.0,4.0,0.0,7.0,1.75,2.6399155227032733,10.559662090813093,18.479408658922914
MT,SWEET GRASS,2024,9.0,3818.0,1.0,4.0,4.0,0.0,9.0,2.25,2.6191723415400734,10.476689366160294,23.572551073860662
MT,TETON,2020,6.0,6252.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.596928982725528
MT,TETON,2021,6.0,6280.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.554140127388536
MT,TETON,2022,12.0,6343.0,0.0,0.0,0.0,0.0,,,0.0,0.0,18.918492826738138
MT,TETON,2023,22.0,6433.0,0.0,0.0,0.0,0.0,,,0.0,0.0,34.19866314316804
MT,TETON,2024,15.0,6439.0,0.0,0.0,0.0,0.0,,,0.0,0.0,23.295542786146918
MT,TOOLE,2020,2.0,4967.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.02657539762432
MT,TOOLE,2021,2.0,4985.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.012036108324975
MT,TOOLE,2022,1.0,5061.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.9758940920766648
MT,TOOLE,2023,3.0,5119.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.86051963274077
MT,TOOLE,2024,6.0,5153.0,0.0,0.0,0.0,0.0,,,0.0,0.0,11.643702697457792
MT,VALLEY,2020,1.0,7564.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.3220518244315178
MT,VALLEY,2021,5.0,7569.0,0.0,0.0,0.0,0.0,,,0.0,0.0,6.605892456070815
MT,VALLEY,2022,3.0,7558.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.96930404869013
MT,VALLEY,2023,4.0,7434.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.380683346785042
MT,VALLEY,2024,10.0,7385.0,0.0,0.0,0.0,0.0,,,0.0,0.0,13.540961408259985
MT,WHEATLAND,2020,1.0,2075.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.8192771084337345
MT,WHEATLAND,2021,3.0,2043.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.684287812041115
MT,WHEATLAND,2022,1.0,2049.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.880429477794046
MT,WHEATLAND,2023,3.0,2069.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.499758337361042
MT,WHEATLAND,2024,5.0,2058.0,0.0,0.0,0.0,0.0,,,0.0,0.0,24.295432458697764
MT,YELLOWSTONE,2020,147.0,165208.0,3.0,8.0,4.0,4.0,49.0,18.375,0.1815892692847804,0.4842380514260811,8.89787419495424
MT,YELLOWSTONE,2021,317.0,167444.0,4.0,12.0,4.0,8.0,79.25,26.416666666666668,0.23888583645875636,0.7166575093762692,18.931702539356444
MT,YELLOWSTONE,2022,390.0,169743.0,7.0,16.0,5.0,11.0,55.714285714285715,24.375,0.4123881397171017,0.9426014622105182,22.975910641381383
MT,YELLOWSTONE,2023,477.0,170568.0,11.0,42.0,29.0,13.0,43.36363636363637,11.357142857142858,0.6449040851742414,2.462361052483467,27.965386238919375
MT,YELLOWSTONE,2024,540.0,171548.0,16.0,56.0,29.0,27.0,33.75,9.642857142857142,0.9326835637838972,3.2643924732436402,31.478070277706532
NC,ALAMANCE,2020,161.0,171624.0,8.0,22.0,9.0,13.0,20.125,7.318181818181818,0.46613527245606673,1.2818719992541836,9.380972358178344
NC,ALAMANCE,2021,158.0,173666.0,16.0,41.0,19.0,22.0,9.875,3.8536585365853657,0.9213087190353898,2.360853592528186,9.097923600474473
NC,ALAMANCE,2022,439.0,176470.0,18.0,47.0,19.0,28.0,24.38888888888889,9.340425531914894,1.0200034000113334,2.6633422111407037,24.876749589165296
NC,ALAMANCE,2023,1192.0,179369.0,21.0,58.0,20.0,38.0,56.76190476190476,20.551724137931036,1.1707708689907397,3.2335576381649003,66.45518456366484
NC,ALAMANCE,2024,232.0,183361.0,23.0,80.0,42.0,38.0,10.08695652173913,2.9,1.2543561607975524,4.3629779506001825,12.652636056740528
NC,ALEXANDER,2020,15.0,36406.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.1201999670384
NC,ALEXANDER,2021,17.0,36279.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.685906447255988
NC,ALEXANDER,2022,38.0,36213.0,0.0,0.0,0.0,0.0,,,0.0,0.0,10.49346919614503
NC,ALEXANDER,2023,110.0,36387.0,0.0,0.0,0.0,0.0,,,0.0,0.0,30.23057685437107
NC,ALEXANDER,2024,18.0,36749.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.898092465101091
NC,ALLEGHANY,2020,6.0,10891.0,0.0,0.0,0.0,0.0,,,0.0,0.0,5.509135983839868
NC,ALLEGHANY,2021,5.0,11084.0,1.0,2.0,0.0,2.0,5.0,2.5,0.9022013713460844,1.8044027426921687,4.511006856730423
NC,ALLEGHANY,2022,17.0,11200.0,1.0,2.0,0.0,2.0,17.0,8.5,0.8928571428571429,1.7857142857142858,15.178571428571429
NC,ALLEGHANY,2023,35.0,11332.0,1.0,2.0,0.0,2.0,35.0,17.5,0.8824567596187787,1.7649135192375573,30.885986586657253
NC,ALLEGHANY,2024,10.0,11402.0,1.0,2.0,0.0,2.0,10.0,5.0,0.8770391159445712,1.7540782318891424,8.770391159445712
NC,ANSON,2020,0.0,11402.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
NC,ANSON,2021,2.0,21650.0,1.0,1.0,1.0,0.0,2.0,2.0,0.4618937644341802,0.4618937644341802,0.9237875288683604
NC,ANSON,2022,7.0,21739.0,1.0,1.0,1.0,0.0,7.0,7.0,0.4600027600165601,0.4600027600165601,3.2200193201159206
NC,ANSON,2023,22.0,21778.0,2.0,2.0,2.0,0.0,11.0,11.0,0.918357975939021,0.918357975939021,10.101937735329232
NC,ANSON,2024,9.0,21524.0,2.0,2.0,2.0,0.0,4.5,4.5,0.9291953168556031,0.9291953168556031,4.181378925850214
NC,ASHE,2020,8.0,26585.0,1.0,2.0,0.0,2.0,8.0,4.0,0.3761519653940192,0.7523039307880384,3.0092157231521535
NC,ASHE,2021,17.0,26757.0,2.0,4.0,0.0,4.0,8.5,4.25,0.7474679523115446,1.4949359046230892,6.35347759464813
NC,ASHE,2022,42.0,27047.0,2.0,4.0,0.0,4.0,21.0,10.5,0.7394535438311088,1.4789070876622177,15.528524420453286
NC,ASHE,2023,124.0,27096.0,2.0,4.0,0.0,4.0,62.0,31.0,0.7381163271331562,1.4762326542663124,45.76321228225568
NC,ASHE,2024,19.0,27378.0,3.0,10.0,6.0,4.0,6.333333333333333,1.9,1.0957703265395573,3.652567755131858,6.93987873475053
NC,AVERY,2020,19.0,17918.0,2.0,4.0,0.0,4.0,9.5,4.75,1.1161960040183057,2.2323920080366113,10.603862038173903
NC,AVERY,2021,11.0,17603.0,6.0,12.0,0.0,12.0,1.8333333333333333,0.9166666666666666,3.4085099130829972,6.8170198261659944,6.248934840652161
NC,AVERY,2022,47.0,17636.0,6.0,12.0,0.0,12.0,7.833333333333333,3.9166666666666665,3.4021320027217055,6.804264005443411,26.650034021320025
NC,AVERY,2023,120.0,17765.0,6.0,12.0,0.0,12.0,20.0,10.0,3.377427526034337,6.754855052068674,67.54855052068675
NC,AVERY,2024,25.0,18103.0,6.0,12.0,0.0,12.0,4.166666666666667,2.0833333333333335,3.3143677843451362,6.6287355686902725,13.809865768104734
NC,BEAUFORT,2020,20.0,44694.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.474873584821228
NC,BEAUFORT,2021,25.0,44497.0,1.0,2.0,0.0,2.0,25.0,12.5,0.22473425174730882,0.44946850349461764,5.61835629368272
NC,BEAUFORT,2022,68.0,44358.0,2.0,6.0,0.0,6.0,34.0,11.333333333333334,0.4508769556787952,1.3526308670363856,15.329816493079038
NC,BEAUFORT,2023,178.0,44508.0,3.0,7.0,1.0,6.0,59.333333333333336,25.428571428571427,0.6740361283364789,1.5727509661184507,39.99281028129774
NC,BEAUFORT,2024,42.0,44730.0,3.0,7.0,1.0,6.0,14.0,6.0,0.670690811535882,1.5649452269170578,9.389671361502348
NC,BERTIE,2020,2.0,17722.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.1285407967498025
NC,BERTIE,2021,2.0,17237.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.160294714857574
NC,BERTIE,2022,10.0,16951.0,1.0,1.0,0.0,1.0,10.0,10.0,0.589935697009026,0.589935697009026,5.89935697009026
NC,BERTIE,2023,12.0,17013.0,1.0,1.0,0.0,1.0,12.0,12.0,0.5877858108505261,0.5877858108505261,7.053429730206313
NC,BERTIE,2024,4.0,17184.0,3.0,3.0,2.0,1.0,1.3333333333333333,1.3333333333333333,1.7458100558659218,1.7458100558659218,2.3277467411545625
NC,BLADEN,2020,4.0,29628.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.3500742540839745
NC,BLADEN,2021,5.0,29531.0,1.0,2.0,0.0,2.0,5.0,2.5,0.3386272053096746,0.6772544106193492,1.6931360265483728
NC,BLADEN,2022,23.0,29360.0,1.0,2.0,0.0,2.0,23.0,11.5,0.34059945504087197,0.6811989100817439,7.833787465940055
NC,BLADEN,2023,37.0,29586.0,1.0,2.0,0.0,2.0,37.0,18.5,0.33799770161562903,0.6759954032312581,12.505914959778273
NC,BLADEN,2024,10.0,29967.0,3.0,5.0,1.0,4.0,3.3333333333333335,2.0,1.0011012113324658,1.6685020188874429,3.3370040377748857
NC,BRUNSWICK,2020,141.0,138135.0,6.0,10.0,0.0,10.0,23.5,14.1,0.4343576935606472,0.7239294892677453,10.20740579867521
NC,BRUNSWICK,2021,179.0,144719.0,7.0,12.0,0.0,12.0,25.571428571428573,14.916666666666666,0.48369599016024156,0.8291931259889855,12.368797462669034
NC,BRUNSWICK,2022,499.0,152519.0,11.0,29.0,12.0,17.0,45.36363636363637,17.20689655172414,0.7212216182901803,1.9014024482195662,32.71723522970908
NC,BRUNSWICK,2023,1326.0,159425.0,13.0,33.0,12.0,21.0,102.0,40.18181818181818,0.8154304531911557,2.0699388427160104,83.17390622549789
NC,BRUNSWICK,2024,265.0,166889.0,13.0,33.0,12.0,21.0,20.384615384615383,8.030303030303031,0.7789608662044832,1.977362198826765,15.878817657245234
NC,BUNCOMBE,2020,617.0,269703.0,30.0,81.0,16.0,65.0,20.566666666666666,7.617283950617284,1.1123346792582953,3.0033036339973975,22.87701657007894
NC,BUNCOMBE,2021,736.0,272030.0,40.0,120.0,36.0,84.0,18.4,6.133333333333334,1.4704260559497115,4.411278167849135,27.055839429474688
NC,BUNCOMBE,2022,2167.0,274019.0,45.0,131.0,36.0,95.0,48.15555555555556,16.541984732824428,1.6422218897229754,4.78069039008244,79.08210744510417
NC,BUNCOMBE,2023,4883.0,276463.0,61.0,196.0,44.0,152.0,80.04918032786885,24.913265306122447,2.2064435385566967,7.089556287821517,176.62399670118606
NC,BUNCOMBE,2024,936.0,279227.0,69.0,211.0,48.0,163.0,13.565217391304348,4.436018957345971,2.471107736716005,7.556575832566335,33.52111364588668
NC,BURKE,2020,34.0,87262.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.896312255048016
NC,BURKE,2021,43.0,87337.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.923457412093385
NC,BURKE,2022,125.0,87801.0,0.0,0.0,0.0,0.0,,,0.0,0.0,14.236739900456714
NC,BURKE,2023,302.0,88217.0,5.0,8.0,2.0,6.0,60.4,37.75,0.5667841799199701,0.9068546878719521,34.23376446716619
NC,BURKE,2024,60.0,88569.0,6.0,9.0,3.0,6.0,10.0,6.666666666666667,0.6774379297496866,1.01615689462453,6.774379297496867
NC,CABARRUS,2020,218.0,227240.0,9.0,20.0,1.0,19.0,24.22222222222222,10.9,0.39605703221263866,0.8801267382503081,9.593381446928358
NC,CABARRUS,2021,296.0,231844.0,10.0,22.0,1.0,21.0,29.6,13.454545454545455,0.4313245113093287,0.9489139248805231,12.767205534756128
NC,CABARRUS,2022,898.0,236041.0,14.0,29.0,1.0,28.0,64.14285714285714,30.96551724137931,0.5931172974186688,1.2286001160815283,38.04423807728318
NC,CABARRUS,2023,2773.0,240679.0,17.0,38.0,8.0,30.0,163.11764705882354,72.97368421052632,0.7063349939130543,1.5788664569821214,115.21570224240587
NC,CABARRUS,2024,676.0,245673.0,22.0,65.0,21.0,44.0,30.727272727272727,10.4,0.8954993019175896,2.645793392029242,27.516251277104118
NC,CALDWELL,2020,35.0,80582.0,3.0,6.0,0.0,6.0,11.666666666666666,5.833333333333333,0.3722915787644884,0.7445831575289767,4.3434017522523645
NC,CALDWELL,2021,48.0,80529.0,3.0,6.0,0.0,6.0,16.0,8.0,0.3725366017211191,0.7450732034422382,5.960585627537905
NC,CALDWELL,2022,104.0,80298.0,4.0,8.0,0.0,8.0,26.0,13.0,0.49814441206505766,0.9962888241301153,12.951754713691498
NC,CALDWELL,2023,278.0,80659.0,5.0,10.0,0.0,10.0,55.6,27.8,0.6198936262537349,1.2397872525074698,34.466085619707655
NC,CALDWELL,2024,54.0,80854.0,6.0,11.0,0.0,11.0,9.0,4.909090909090909,0.7420783139980707,1.3604769089964628,6.678704825982635
NC,CAMDEN,2020,5.0,10405.0,0.0,0.0,0.0,0.0,,,0.0,0.0,4.805382027871216
NC,CAMDEN,2021,10.0,10827.0,0.0,0.0,0.0,0.0,,,0.0,0.0,9.236168837166343
NC,CAMDEN,2022,31.0,11093.0,0.0,0.0,0.0,0.0,,,0.0,0.0,27.945551248535114
NC,CAMDEN,2023,40.0,11165.0,0.0,0.0,0.0,0.0,,,0.0,0.0,35.82624272279445
NC,CAMDEN,2024,9.0,11249.0,0.0,0.0,0.0,0.0,,,0.0,0.0,8.000711174326607
NC,CARTERET,2020,59.0,67692.0,3.0,8.0,0.0,8.0,19.666666666666668,7.375,0.4431838326537848,1.181823553743426,8.715948708857768
NC,CARTERET,2021,79.0,68695.0,4.0,9.0,0.0,9.0,19.75,8.777777777777779,0.5822840090254021,1.3101390203071548,11.500109178251693
NC,CARTERET,2022,202.0,69335.0,6.0,13.0,0.0,13.0,33.666666666666664,15.538461538461538,0.8653638133698709,1.8749549289680536,29.133915050118986
NC,CARTERET,2023,503.0,69646.0,9.0,18.0,3.0,15.0,55.888888888888886,27.944444444444443,1.292249375412802,2.584498750825604,72.22238175918214
NC,CARTERET,2024,99.0,70215.0,13.0,40.0,15.0,25.0,7.615384615384615,2.475,1.8514562415438296,5.696788435519476,14.099551377910704
NC,CASWELL,2020,0.0,70215.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
NC,CASWELL,2021,5.0,22505.0,0.0,0.0,0.0,0.0,,,0.0,0.0,2.221728504776716
NC,CASWELL,2022,8.0,22218.0,0.0,0.0,0.0,0.0,,,0.0,0.0,3.600684129984697
NC,CASWELL,2023,22.0,22477.0,1.0,2.0,0.0,2.0,22.0,11.0,0.44489923032433154,0.8897984606486631,9.787783067135294
NC,CASWELL,2024,5.0,22461.0,1.0,2.0,0.0,2.0,5.0,2.5,0.4452161524420106,0.8904323048840213,2.226080762210053
NC,CATAWBA,2020,91.0,160892.0,3.0,13.0,8.0,5.0,30.333333333333332,7.0,0.1864604828083435,0.8079954255028218,5.655967978519753
NC,CATAWBA,2021,159.0,161706.0,3.0,13.0,8.0,5.0,53.0,12.23076923076923,0.1855218730288301,0.8039281164582638,9.832659270527994
NC,CATAWBA,2022,392.0,163274.0,3.0,13.0,8.0,5.0,130.66666666666666,30.153846153846153,0.1837402158335069,0.7962076019451964,24.008721535578232
NC,CATAWBA,2023,1025.0,164901.0,6.0,28.0,21.0,7.0,170.83333333333334,36.607142857142854,0.36385467644222896,1.697988490063735,62.15850722554745
NC,CATAWBA,2024,188.0,167189.0,8.0,34.0,25.0,9.0,23.5,5.529411764705882,0.47850037980967647,2.033626614191125,11.244758925527396
NC,CHATHAM,2020,88.0,76663.0,2.0,2.0,1.0,1.0,44.0,44.0,0.2608820421846262,0.2608820421846262,11.478809856123554
NC,CHATHAM,2021,120.0,78164.0,4.0,12.0,9.0,3.0,30.0,10.0,0.5117445371270661,1.5352336113811984,15.352336113811985
NC,CHATHAM,2022,305.0,80039.0,8.0,21.0,10.0,11.0,38.125,14.523809523809524,0.999512737540449,2.6237209360436786,38.106423118729616
NC,CHATHAM,2023,745.0,81877.0,15.0,47.0,10.0,37.0,49.666666666666664,15.851063829787234,1.832016317158665,5.740317793763816,90.99014375221368
NC,CHATHAM,2024,157.0,83832.0,15.0,47.0,10.0,37.0,10.466666666666667,3.3404255319148937,1.7892928714572003,5.60645099723256,18.72793205458536
NC,CHEROKEE,2020,9.0,28866.0,1.0,24.0,0.0,24.0,9.0,0.375,0.3464283239797686,8.314279775514446,3.1178549158179174
